,Rank,Name,Overview,game-id
16006,16307,Moto Racer Advance,Moto Racer Advance 2002 Racing by Ubisoft rank 16307,motoraceradvance
16007,16308,Duel Masters: Shadow of the Code,Duel Masters: Shadow of the Code 2004 Misc by Atari rank 16308,duelmasters:shadowofthecode
16008,16309,Full Auto 2: Battlelines,Full Auto 2: Battlelines 2007 Racing by Sega rank 16309,fullauto2:battlelines
16009,16311,Army Men: Air Combat - The Elite Missions,Army Men: Air Combat - The Elite Missions 2003 Shooter by 3DO rank 16311,armymen:aircombat-theelitemissions
16010,16312,Rally Championship,Rally Championship 2003 Racing by SCi rank 16312,rallychampionship
16011,16313,Happy Dance Collection,Happy Dance Collection 2008 Misc by Namco Bandai Games rank 16313,happydancecollection
16012,16314,Space Hulk,Space Hulk 2015 Strategy by Funbox Media rank 16314,spacehulk
16013,16315,Fuun Shinsengumi Bakumatsuden Portable,Fuun Shinsengumi Bakumatsuden Portable 2009 Action by From Software rank 16315,fuunshinsengumibakumatsudenportable
16014,16316,Musou Tourou,Musou Tourou 2009 Strategy by Nippon Ichi Software rank 16316,musoutourou
16015,16317,Really? Really! DS,Really? Really! DS 2009 Adventure by Kadokawa Shoten rank 16317,really?really!ds
16016,16318,Gakuen Hetalia,Gakuen Hetalia 2012 Adventure by Idea Factory rank 16318,gakuenhetalia
16017,16319,Daiya no Kuni no Alice: Wonderful Mirror World,Daiya no Kuni no Alice: Wonderful Mirror World 2013 Adventure by Quinrose rank 16319,daiyanokuninoalice:wonderfulmirrorworld
16018,16320,Touch Detective 3: Does Funghi Dream of Bananas?,Touch Detective 3: Does Funghi Dream of Bananas? 2014 Adventure by Success rank 16320,touchdetective3:doesfunghidreamofbananas?
16019,16321,Dungeon Explorer: Warriors of Ancient Arts,Dungeon Explorer: Warriors of Ancient Arts 2007 Role-Playing by Rising Star Games rank 16321,dungeonexplorer:warriorsofancientarts
16020,16322,Period Cube: Torikago no Amadeus,Period Cube: Torikago no Amadeus 2016 Action by Idea Factory rank 16322,periodcube:torikagonoamadeus
16021,16323,Tringo,Tringo 2006 Puzzle by Liquid Games rank 16323,tringo
16022,16324,Jam Sessions: Sing and Play Guitar (jp sales),Jam Sessions: Sing and Play Guitar (jp sales) 2007 Misc by Ubisoft rank 16324,jamsessions:singandplayguitar(jpsales)
16023,16325,Binary Star,Binary Star 2014 Adventure by Idea Factory rank 16325,binarystar
16024,16326,MXGP 2,MXGP 2 2016 Racing by Milestone S.r.l. rank 16326,mxgp2
16025,16327,Professional Farmer 2016,Professional Farmer 2016 2015 Action by Namco Bandai Games rank 16327,professionalfarmer2016
16026,16328,RalliSport Challenge(JP sales),RalliSport Challenge(JP sales) 2002 Racing by Microsoft Game Studios rank 16328,rallisportchallenge(jpsales)
16027,16329,Dragon Quest X: All in One Package,Dragon Quest X: All in One Package 2015 Role-Playing by Square Enix rank 16329,dragonquestx:allinonepackage
16028,16331,Wedding Planner: Dream Weddings Guaranteed,Wedding Planner: Dream Weddings Guaranteed 2010 Simulation by DTP Entertainment rank 16331,weddingplanner:dreamweddingsguaranteed
16029,16332,Element Hunter,Element Hunter 2009 Role-Playing by Namco Bandai Games rank 16332,elementhunter
16030,16333,Ultraman Fighting Evolution 3,Ultraman Fighting Evolution 3 2004 Fighting by Banpresto rank 16333,ultramanfightingevolution3
16031,16334,Rondo of Swords (jp sales),Rondo of Swords (jp sales) 2007 Role-Playing by Success rank 16334,rondoofswords(jpsales)
16032,16335,The Eye of Judgment: Legends,The Eye of Judgment: Legends 2010 Strategy by Sony Computer Entertainment rank 16335,theeyeofjudgment:legends
16033,16336,Chaos;Child,Chaos;Child 2015 Adventure by 5pb rank 16336,chaos;child
16034,16337,Greg Hastings' Tournament Paintball Max'd,Greg Hastings' Tournament Paintball Max'd 2006 Shooter by Activision rank 16337,greghastings'tournamentpaintballmax'd
16035,16338,Whac-A-Mole,Whac-A-Mole 2005 Puzzle by Zoo Digital Publishing rank 16338,whac-a-mole
16036,16339,Nakayoshi All-Stars: Mezase Gakuen Idol,Nakayoshi All-Stars: Mezase Gakuen Idol 2008 Misc by Creative Core rank 16339,nakayoshiall-stars:mezasegakuenidol
16037,16340,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable 2009 Adventure by CyberFront rank 16340,shinseikievangelion:koutetsunogirlfriendtokubetsu-henportable
16038,16341,Fullmetal Alchemist: Prince of the Dawn,Fullmetal Alchemist: Prince of the Dawn 2009 Adventure by Square Enix rank 16341,fullmetalalchemist:princeofthedawn
16039,16342,Command & Conquer Renegade,Command & Conquer Renegade 2002 Shooter by Electronic Arts rank 16342,command&conquerrenegade
16040,16343,Grooverider: Slot Car Thunder,Grooverider: Slot Car Thunder 2003 Racing by Encore rank 16343,grooverider:slotcarthunder
16041,16344,H2O+: Footprints in the Sand,H2O+: Footprints in the Sand 2008 Adventure by Kadokawa Shoten rank 16344,h2o+:footprintsinthesand
16042,16345,Fashionable Puppy: Oshare na Koinu DS,Fashionable Puppy: Oshare na Koinu DS 2007 Simulation by MTO rank 16345,fashionablepuppy:osharenakoinuds
16043,16346,Sekirei: Mirai Kara no Okurimono,Sekirei: Mirai Kara no Okurimono 2009 Adventure by Alchemist rank 16346,sekirei:miraikaranookurimono
16044,16347,Cities: Skylines Snowfall,Cities: Skylines Snowfall 2016 Simulation by Paradox Development rank 16347,cities:skylinessnowfall
16045,16348,Ultimate Board Game Collection,Ultimate Board Game Collection 2006 Misc by Xplosiv rank 16348,ultimateboardgamecollection
16046,16349,Dinotopia: The Sunstone Odyssey,Dinotopia: The Sunstone Odyssey 2003 Action by TDK Mediactive rank 16349,dinotopia:thesunstoneodyssey
16047,16350,Idol Janshi Suchie-Pai IV,Idol Janshi Suchie-Pai IV 2007 Misc by Jaleco rank 16350,idoljanshisuchie-paiiv
16048,16351,Dungeons & Dragons: Neverwinter Nights - Complete,Dungeons & Dragons: Neverwinter Nights - Complete 2011 Misc by Atari rank 16351,dungeons&dragons:neverwinternights-complete
16049,16352,Natsuzora no Monologue,Natsuzora no Monologue 2013 Adventure by Otomate rank 16352,natsuzoranomonologue
16050,16353,Kenka Banchou Portable,Kenka Banchou Portable 2009 Action by Spike rank 16353,kenkabanchouportable
16051,16354,World Snooker Challenge 2005,World Snooker Challenge 2005 2005 Sports by Sega rank 16354,worldsnookerchallenge2005
16052,16355,Juiced 2: Hot Import Nights,Juiced 2: Hot Import Nights 2007 Racing by THQ rank 16355,juiced2:hotimportnights
16053,16356,G1 Jockey 4 2008,G1 Jockey 4 2008 2008 Sports by Tecmo Koei rank 16356,g1jockey42008
16054,16357,Monster Jam,Monster Jam 2007 Racing by Activision rank 16357,monsterjam
16055,16358,Icewind Dale II,Icewind Dale II 2002 Role-Playing by Interplay rank 16358,icewinddaleii
16056,16359,The Amazing Spider-Man (DS & Mobile Versions),The Amazing Spider-Man (DS & Mobile Versions) 2009 Action by Eidos Interactive rank 16359,theamazingspider-man(ds&mobileversions)
16057,16360,Mario vs. Donkey Kong: Tipping Stars,Mario vs. Donkey Kong: Tipping Stars 2015 Puzzle by Nintendo rank 16360,mariovs.donkeykong:tippingstars
16058,16361,Ishin Renka: Ryouma Gaiden,Ishin Renka: Ryouma Gaiden 2010 Adventure by D3Publisher rank 16361,ishinrenka:ryoumagaiden
16059,16362,NHL 2K7,NHL 2K7 2006 Sports by Take-Two Interactive rank 16362,nhl2k7
16060,16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta 2013 Adventure by Idea Factory rank 16363,shirahananoori:hiironokakera4-shikinouta
16061,16364,Act of Aggression,Act of Aggression 2015 Strategy by Focus Home Interactive rank 16364,actofaggression
16062,16365,Powerdrome,Powerdrome 2004 Racing by Evolved Games rank 16365,powerdrome
16063,16366,Fallout Anthology,Fallout Anthology 2015 Action by Bethesda Softworks rank 16366,falloutanthology
16064,16367,Tropico 3: Gold Edition,Tropico 3: Gold Edition 2010 Strategy by Kalypso Media rank 16367,tropico3:goldedition
16065,16368,Survivor,Survivor 2010 Adventure by Valcon Games rank 16368,survivor
16066,16371,Wand of Fortune,Wand of Fortune 2009 Adventure by Idea Factory rank 16371,wandoffortune
16067,16372,Arabians Lost: The Engagement on Desert,Arabians Lost: The Engagement on Desert 2012 Adventure by Quinrose rank 16372,arabianslost:theengagementondesert
16068,16373,Gobliiins 4,Gobliiins 4 2009 Adventure by Kalypso Media rank 16373,gobliiins4
16069,16374,S.Y.K: Shinsetsu Saiyuuki Portable,S.Y.K: Shinsetsu Saiyuuki Portable 2010 Adventure by Idea Factory rank 16374,s.y.k:shinsetsusaiyuukiportable
16070,16375,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon 2003 Action by Ubisoft rank 16375","crouchingtiger,hiddendragon"
16071,16376,Meru Purana,Meru Purana 1996 Strategy by Gust rank 16376,merupurana
16072,16377,Cross Edge Dash,Cross Edge Dash 2009 Role-Playing by Compile Heart rank 16377,crossedgedash
16073,16378,Colin McRae Rally 04,Colin McRae Rally 04 2004 Racing by Codemasters rank 16378,colinmcraerally04
16074,16379,Super Bubble Pop,Super Bubble Pop 2002 Puzzle by Jaleco rank 16379,superbubblepop
16075,16380,Fullmetal Alchemist: Trading Card Game,Fullmetal Alchemist: Trading Card Game 2007 Misc by Destineer rank 16380,fullmetalalchemist:tradingcardgame
16076,16381,Luxor: Pharaoh's Challenge,Luxor: Pharaoh's Challenge 2007 Puzzle by Funsta rank 16381,luxor:pharaoh'schallenge
16077,16382,Grand Prix Legends,Grand Prix Legends 1997 Racing by Vivendi Games rank 16382,grandprixlegends
16078,16383,Fate/kaleid liner Prisma Illya,Fate/kaleid liner Prisma Illya 2014 Action by Kadokawa Games rank 16383,fate/kaleidlinerprismaillya
16079,16384,Hoshigami: Ruining Blue Earth Remix,Hoshigami: Ruining Blue Earth Remix 2007 Role-Playing by 505 Games rank 16384,hoshigami:ruiningblueearthremix
16080,16385,Akatsuki no Amaneka to Aoi Kyojin,Akatsuki no Amaneka to Aoi Kyojin 2010 Strategy by CyberFront rank 16385,akatsukinoamanekatoaoikyojin
16081,16386,Pilot Academy,Pilot Academy 2006 Simulation by Rising Star Games rank 16386,pilotacademy
16082,16387,Poker for Dummies,Poker for Dummies 2008 Misc by Electronic Arts rank 16387,pokerfordummies
16083,16388,John Daly's ProStroke Golf,John Daly's ProStroke Golf 2010 Sports by O-Games rank 16388,johndaly'sprostrokegolf
16084,16389,TrackMania Turbo,TrackMania Turbo 2016 Action by Ubisoft rank 16389,trackmaniaturbo
16085,16390,Darkened Skye,Darkened Skye 2002 Adventure by TDK Mediactive rank 16390,darkenedskye
16086,16391,Sakura-Sou no Pet na Kanojo,Sakura-Sou no Pet na Kanojo 2013 Adventure by Kadokawa Games rank 16391,sakura-sounopetnakanojo
16087,16392,WSC REAL 09: World Snooker Championship,WSC REAL 09: World Snooker Championship 2009 Sports by Deep Silver rank 16392,wscreal09:worldsnookerchampionship
16088,16393,World Snooker Championship 2007,World Snooker Championship 2007 2007 Sports by Sega rank 16393,worldsnookerchampionship2007
16089,16394,Handball 16,Handball 16 2015 Sports by Bigben Interactive rank 16394,handball16
16090,16395,Wand of Fortune: Mirai e no Prologue,Wand of Fortune: Mirai e no Prologue 2010 Adventure by Idea Factory rank 16395,wandoffortune:miraienoprologue
16091,16396,Alone in the Dark,Alone in the Dark 2008 Adventure by Atari rank 16396,aloneinthedark
16092,16397,Nova Usagi no Game de Ryuugaku!? DS,Nova Usagi no Game de Ryuugaku!? DS 2007 Misc by Konami Digital Entertainment rank 16397,novausaginogamederyuugaku!?ds
16093,16398,LMA Manager 2007,LMA Manager 2007 2006 Sports by Codemasters rank 16398,lmamanager2007
16094,16399,San-X: Chara Sagashi Land,San-X: Chara Sagashi Land 2007 Action by MTO rank 16399,san-x:charasagashiland
16095,16400,Heart no Kuni no Alice,Heart no Kuni no Alice 2009 Adventure by Prototype rank 16400,heartnokuninoalice
16096,16401,Petz: Hamsterz Life 2,Petz: Hamsterz Life 2 2007 Misc by Ubisoft rank 16401,petz:hamsterzlife2
16097,16402,The Technomancer,The Technomancer 2016 Role-Playing by Focus Home Interactive rank 16402,thetechnomancer
16098,16403,Pro Evolution Soccer 2010,Pro Evolution Soccer 2010 2009 Sports by Konami Digital Entertainment rank 16403,proevolutionsoccer2010
16099,16404,Memories Off,Memories Off 2008 Adventure by 5pb rank 16404,memoriesoff
16100,16405,Tenchu San Portable,Tenchu San Portable 2009 Action by From Software rank 16405,tenchusanportable
16101,16406,Ratchet & Clank: Full Frontal Assault,Ratchet & Clank: Full Frontal Assault 2012 Adventure by Sony Computer Entertainment rank 16406,ratchet&clank:fullfrontalassault
16102,16407,Vitamin X,Vitamin X 2007 Adventure by D3Publisher rank 16407,vitaminx
16103,16408,The Wild West,The Wild West 2007 Action by Majesco Entertainment rank 16408,thewildwest
16104,16409,The Amazing Spider-Man 2 (2014),The Amazing Spider-Man 2 (2014) 2014 Action by Activision rank 16409,theamazingspider-man2(2014)
16105,16410,Saint Seiya Omega: Ultimate Cosmo,Saint Seiya Omega: Ultimate Cosmo 2012 Fighting by Namco Bandai Games rank 16410,saintseiyaomega:ultimatecosmo
16106,16411,Sega Rally Revo,Sega Rally Revo 2007 Racing by Sega rank 16411,segarallyrevo
16107,16412,"Element Girl: Love, Fashion and Friends","Element Girl: Love, Fashion and Friends 2008 Adventure by DTP Entertainment rank 16412","elementgirl:love,fashionandfriends"
16108,16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!","Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu! 2014 Fighting by Namco Bandai Games rank 16413","sakigake!!otokojuku-nihonyo,koregaotokodearu!"
16109,16414,Teenage Mutant Ninja Turtles (3DS),Teenage Mutant Ninja Turtles (3DS) 2013 Action by Activision rank 16414,teenagemutantninjaturtles(3ds)
16110,16415,Time Leap,Time Leap 2009 Adventure by Prototype rank 16415,timeleap
16111,16416,The Godfather (JP sales),The Godfather (JP sales) 2006 Action by Electronic Arts rank 16416,thegodfather(jpsales)
16112,16417,thinkSMART: Chess for Kids,thinkSMART: Chess for Kids 2011 Misc by Mentor Interactive rank 16417,thinksmart:chessforkids
16113,16418,World Heroes Anthology,World Heroes Anthology 2007 Fighting by Ignition Entertainment rank 16418,worldheroesanthology
16114,16419,Chaos;Child,Chaos;Child 2015 Adventure by 5pb rank 16419,chaos;child
16115,16420,th!nk Logic Trainer,th!nk Logic Trainer 2009 Puzzle by Conspiracy Entertainment rank 16420,th!nklogictrainer
16116,16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!","Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious! 2009 Sports by Konami Digital Entertainment rank 16421","tennisnooji-sama:doublesnooji-sama-boys,beglorious!"
16117,16422,Routes PE,Routes PE 2007 Adventure by Aqua Plus rank 16422,routespe
16118,16423,Winning Eleven: Pro Evolution Soccer 2007,Winning Eleven: Pro Evolution Soccer 2007 2006 Sports by Konami Digital Entertainment rank 16423,winningeleven:proevolutionsoccer2007
16119,16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken 2009 Adventure by D3Publisher rank 16424,uchidayasuoumystery:meitanteisenkenmitsuhikoseries:fukutoshinrenzokusatsujinjiken
16120,16425,Railfan,Railfan 2006 Simulation by Ongakukan rank 16425,railfan
16121,16426,SoniPro,SoniPro 2014 Adventure by imageepoch Inc. rank 16426,sonipro
16122,16427,Real Crimes: The Unicorn Killer,Real Crimes: The Unicorn Killer 2011 Puzzle by Unknown rank 16427,realcrimes:theunicornkiller
16123,16428,Akatsuki no Goei Trinity,Akatsuki no Goei Trinity 2012 Adventure by 5pb rank 16428,akatsukinogoeitrinity
16124,16429,ESPN NBA 2Night 2002,ESPN NBA 2Night 2002 2002 Sports by Konami Digital Entertainment rank 16429,espnnba2night2002
16125,16431,Aladdin Magic Racer,Aladdin Magic Racer 2011 Racing by Big Ben Interactive rank 16431,aladdinmagicracer
16126,16432,Goat Simulator,Goat Simulator 2016 Simulation by Koch Media rank 16432,goatsimulator
16127,16433,Golden Time: Vivid Memories,Golden Time: Vivid Memories 2014 Adventure by ASCII Media Works rank 16433,goldentime:vividmemories
16128,16434,Kamigami no Asobi InFinite,Kamigami no Asobi InFinite 2016 Adventure by Broccoli rank 16434,kamigaminoasobiinfinite
16129,16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable 2009 Adventure by CyberFront rank 16435,shinseikievangelion:koutetsunogirlfriend2ndportable
16130,16436,Clive Barker's Jericho,Clive Barker's Jericho 2007 Shooter by Codemasters rank 16436,clivebarker'sjericho
16131,16437,Tenjin Ranman: Happy GO Lucky!!,Tenjin Ranman: Happy GO Lucky!! 2010 Adventure by Russel rank 16437,tenjinranman:happygolucky!!
16132,16438,Getsuei Gakuen: kou,Getsuei Gakuen: kou 2013 Adventure by Arc System Works rank 16438,getsueigakuen:kou
16133,16439,Worms 2,Worms 2 1997 Strategy by Microprose rank 16439,worms2
16134,16440,The Cages: Pro Style Batting Practice,The Cages: Pro Style Batting Practice 2010 Sports by Konami Digital Entertainment rank 16440,thecages:prostylebattingpractice
16135,16441,Brothers Conflict: Precious Baby,Brothers Conflict: Precious Baby 2017 Action by Idea Factory rank 16441,brothersconflict:preciousbaby
16136,16442,Shin Sangoku Musou 4 Special,Shin Sangoku Musou 4 Special 2005 Action by Tecmo Koei rank 16442,shinsangokumusou4special
16137,16443,Bullet Soul: Tama Tamashii,Bullet Soul: Tama Tamashii 2011 Shooter by 5pb rank 16443,bulletsoul:tamatamashii
16138,16444,G1 Jockey 4 2007,G1 Jockey 4 2007 2007 Sports by Tecmo Koei rank 16444,g1jockey42007
16139,16445,Colin McRae Rally 2005 plus,Colin McRae Rally 2005 plus 2005 Racing by Codemasters rank 16445,colinmcraerally2005plus
16140,16446,Heart no Kuni no Alice: Wonderful Twin World,Heart no Kuni no Alice: Wonderful Twin World 2014 Adventure by Quinrose rank 16446,heartnokuninoalice:wonderfultwinworld
16141,16447,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa 2008 Action by Activision rank 16447,madagascar:escape2africa
16142,16448,Wade Hixton's Counter Punch,"Wade Hixton's Counter Punch 2004 Sports by Destination Software, Inc rank 16448",wadehixton'scounterpunch
16143,16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,Junjou Romanchika: Koi no Doki Doki Daisakusen 2008 Adventure by Marvelous Interactive rank 16449,junjouromanchika:koinodokidokidaisakusen
16144,16450,Legacy of Kain: Defiance,Legacy of Kain: Defiance 2003 Action by Eidos Interactive rank 16450,legacyofkain:defiance
16145,16451,Assassin's Creed Chronicles,Assassin's Creed Chronicles 2016 Action by Ubisoft rank 16451,assassin'screedchronicles
16146,16452,King's Bounty: Armored Princess,King's Bounty: Armored Princess 2009 Role-Playing by 1C Company rank 16452,king'sbounty:armoredprincess
16147,16453,Hyperdimension Neptunia mk2,Hyperdimension Neptunia mk2 2011 Action by Nippon Ichi Software rank 16453,hyperdimensionneptuniamk2
