,Rank,Name,Overview
14826,15098,Kawasaki Jet Ski,2008 Racing by Metro 3D rank 15098
14827,15099,Genkai Tokki: Seven Pirates,2016 Role-Playing by Compile Heart rank 15099
14828,15100,Enchanted Arms (JP sales),2006 Role-Playing by Ubisoft rank 15100
14829,15101,ScrapLand,2005 Action by Deep Silver rank 15101
14830,15102,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011 Misc by Paon rank 15102
14831,15103,Geten no Hana,2013 Misc by Tecmo Koei rank 15103
14832,15104,Crazy Machines,2010 Puzzle by DTP Entertainment rank 15104
14833,15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,2009 Adventure by Tecmo Koei rank 15105
14834,15106,Blade Arcus from Shining EX,2015 Fighting by Sega rank 15106
14835,15107,Brave: The Video Game,2012 Action by Disney Interactive Studios rank 15107
14836,15108,Frontlines: Fuel of War,2008 Shooter by THQ rank 15108
14837,15109,D.Gray-man: Sousha no Shikaku,2008 Adventure by Konami Digital Entertainment rank 15109
14838,15110,Indianapolis 500 Evolution,2009 Racing by Zushi Games rank 15110
14839,15111,Ookami to Koushinryou: Omiowataru Kaze,2009 Adventure by ASCII Media Works rank 15111
14840,15112,Grey's Anatomy: The Video Game,2009 Adventure by Ubisoft rank 15112
14841,15113,School Days LxH,2008 Adventure by Interchannel rank 15113
14842,15114,Neo Angelique,2006 Adventure by Tecmo Koei rank 15114
14843,15115,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006 Action by Crave Entertainment rank 15115
14844,15116,Namco Museum Battle Collection (JP sales),2005 Misc by Sony Computer Entertainment rank 15116
14845,15117,Chaos;Head Noah,2010 Adventure by 5pb rank 15117
14846,15118,Brandish: The Dark Revenant,2009 Role-Playing by Falcom Corporation rank 15118
14847,15119,Summon Night: Swordcraft Story,2003 Role-Playing by Banpresto rank 15119
14848,15120,Samurai Shodown V,2006 Fighting by Ignition Entertainment rank 15120
14849,15121,Pro Fishing Challenge,2004 Sports by Atlus rank 15121
14850,15122,Minna no Chizu 2,2007 Misc by Zenrin rank 15122
14851,15123,Franklin's Great Adventures,2006 Action by Game Factory rank 15123
14852,15124,Test Drive Unlimited,2007 Racing by Atari rank 15124
14853,15125,SAW,2009 Action by Konami Digital Entertainment rank 15125
14854,15126,Princess Saver! Eternal Love for My Lady,2010 Adventure by Comfort rank 15126
14855,15127,To Love-Ru Trouble: Darkness - True Princess,2015 Action by FuRyu rank 15127
14856,15128,Tokyo Mew Mew,2002 Role-Playing by Takara rank 15128
14857,15129,Jitsumei Jikkyou Keiba Dream Classic 2002,2002 Sports by Namco Bandai Games rank 15129
14858,15130,Ice Age: Dawn of the Dinosaurs,2009 Action by Activision rank 15130
14859,15131,Interactive Storybook DS Series 3,2007 Misc by Tommo rank 15131
14860,15132,Moujuutsukai to Oujisama: Snow Bride Portable,2012 Adventure by Idea Factory rank 15132
14861,15133,Twinkle * Crusaders GoGo!,2010 Adventure by ASCII Media Works rank 15133
14862,15134,Serious Sam HD: Gold Edition,2010 Shooter by Devolver Digital rank 15134
14863,15135,Rule of Rose,2006 Action by 505 Games rank 15135
14864,15136,RedCard 20-03,2002 Sports by Midway Games rank 15136
14865,15137,Homeworld,1998 Strategy by Vivendi Games rank 15137
14866,15138,Freestyle Metal X,2003 Racing by Midway Games rank 15138
14867,15139,Shonen Jump's One Piece: Grand Adventure,2005 Fighting by Namco Bandai Games rank 15139
14868,15140,Pac-Man World Rally,2006 Racing by Namco Bandai Games rank 15140
14869,15141,Plants vs. Zombies: Garden Warfare,2014 Shooter by Electronic Arts rank 15141
14870,15142,Max Payne,2001 Shooter by Take-Two Interactive rank 15142
14871,15143,Uta Kumi 575,2014 Misc by Sega rank 15143
14872,15144,Invizimals: The Lost Kingdom,2013 Action by Sony Computer Entertainment rank 15144
14873,15145,428: Fuusa Sareta Shibuya de,2009 Adventure by Spike rank 15145
14874,15146,IL-2 Sturmovik: Forgotten Battles,2003 Simulation by Ubisoft rank 15146
14875,15147,Overlord,2007 Strategy by Codemasters rank 15147
14876,15148,Sacred 3,2014 Role-Playing by Deep Silver rank 15148
14877,15149,The Professor's Brain Trainer: Logic,2005 Puzzle by 505 Games rank 15149
14878,15150,Fritz Chess,2009 Strategy by Deep Silver rank 15150
14879,15151,Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,2010 Misc by D3Publisher rank 15151
14880,15152,NFL Blitz Pro,2003 Sports by Midway Games rank 15152
14881,15153,Rocket League,2016 Sports by 505 Games rank 15153
14882,15154,Balls of Fury,2007 Sports by Zoo Digital Publishing rank 15154
14883,15155,18 Wheels of Steel: Extreme Trucker,2009 Racing by Rondomedia rank 15155
14884,15156,Rugby World Cup 2015,2015 Sports by Ubisoft rank 15156
14885,15157,Winning Post 8 2015,2015 Action by Tecmo Koei rank 15157
14886,15158,Veggy World,2011 Shooter by Jack of All Games rank 15158
14887,15159,Commandos: Strike Force,2006 Shooter by Eidos Interactive rank 15159
14888,15160,Ukiyo no Roushi,2015 Action by Unknown rank 15160
14889,15161,SBK: Snowboard Kids,2005 Sports by Rising Star Games rank 15161
14890,15162,Warriors of the Lost Empire (JP sales),2007 Role-Playing by Mercury Games rank 15162
14891,15163,Jojo's Bizarre Adventure,1999 Fighting by Virgin Interactive rank 15163
14892,15164,Lode Runner,2006 Puzzle by Hudson Entertainment rank 15164
14893,15165,Zathura,2005 Adventure by Take-Two Interactive rank 15165
14894,15166,Cities in Motion Collection,2011 Simulation by Unknown rank 15166
14895,15167,Evolution Snowboarding,2002 Sports by Konami Digital Entertainment rank 15167
14896,15168,Jissen Pachinko Hisshouhou! CR Sakura Taisen,2007 Misc by Sega rank 15168
14897,15169,Aegis of Earth: Protonovus Assault,2016 Action by PQube rank 15169
14898,15170,Freedom Wings,2006 Simulation by Natsume rank 15170
14899,15171,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,1996 Puzzle by Compile rank 15171
14900,15172,Zillions of Enemy X: Zetsukai no Crusade,2013 Role-Playing by Nippon Ichi Software rank 15172
14901,15173,Dream Chronicles,2010 Adventure by Zoo Games rank 15173
14902,15174,Kung Fu Panda: Showdown of Legendary Legends,2015 Action by Little Orbit rank 15174
14903,15175,The Settlers IV,2001 Strategy by Blue Byte rank 15175
14904,15176,Happiness! De-Lucks,2007 Adventure by Marvelous Interactive rank 15176
14905,15177,Mount & Blade,2008 Role-Playing by Paradox Interactive rank 15177
14906,15178,Doki Majo Plus,2009 Adventure by SNK Playmore rank 15178
14907,15179,Eureka Seven Vol. 2: The New Vision,2006 Shooter by Namco Bandai Games rank 15179
14908,15180,Love Once: Mermaid's Tears,2011 Adventure by Unknown rank 15180
14909,15181,Puzzle Challenge: Crosswords and More!,2006 Puzzle by Crave Entertainment rank 15181
14910,15182,Mata Hari: Betrayal is only a Kiss Away,2008 Adventure by DTP Entertainment rank 15182
14911,15183,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",2009 Action by D3Publisher rank 15183
14912,15184,Muppets Party Cruise,2003 Misc by TDK Mediactive rank 15184
14913,15185,Quake 4,2005 Shooter by Activision rank 15185
14914,15186,Maximum Capacity: Hotel Giant,2002 Strategy by JoWood Productions rank 15186
14915,15187,Sengoku Otome: Legend Battle,2016 Action by Unknown rank 15187
14916,15188,Shippuu Mahou Daisakusen: Kingdom-Grandprix,1996 Shooter by Gaga rank 15188
14917,15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,2006 Misc by Yamasa Entertainment rank 15189
14918,15190,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,2011 Misc by Plenty rank 15190
14919,15191,Fritz Chess,2009 Strategy by Deep Silver rank 15191
14920,15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,2011 Adventure by Quinrose rank 15192
14921,15193,Fuel,2009 Racing by Codemasters rank 15193
14922,15194,Serious Sam: Next Encounter,2004 Shooter by Global Star rank 15194
14923,15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,2010 Misc by Irem Software Engineering rank 15195
14924,15196,Motto! SoniComi,2014 Simulation by Kadokawa Games rank 15196
14925,15197,Let's Play Flight Attendant,2010 Simulation by Deep Silver rank 15197
14926,15198,Akai Ito DS,2008 Adventure by Alchemist rank 15198
14927,15199,Knight's Apprentice: Memorick's Adventures,2004 Action by Microids rank 15199
14928,15201,Darksiders,2010 Action by THQ rank 15201
14929,15202,Natsuiro no Sunadokei,2002 Adventure by Princess Soft rank 15202
14930,15203,Indigo Prophecy,2005 Adventure by Atari rank 15203
14931,15204,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,2007 Misc by Sega rank 15204
14932,15205,Tale of a Hero,2010 Adventure by Daedalic rank 15205
14933,15206,Valentino Rossi: The Game,2016 Racing by Namco Bandai Games rank 15206
14934,15207,Turbo: Super Stunt Squad,2013 Sports by D3Publisher rank 15207
14935,15208,FIFA Soccer 09,2008 Sports by Electronic Arts rank 15208
14936,15209,The Lord of the Rings: The Battle for Middle-Earth II,2006 Strategy by Electronic Arts rank 15209
14937,15210,Ballblazer Champions,1997 Sports by CTO SpA rank 15210
14938,15212,So Blonde,2008 Adventure by Eidos Interactive rank 15212
14939,15213,Winter Sports 2011,2011 Sports by DTP Entertainment rank 15213
14940,15214,Koisuru Otome to Shugo no Tate: The Shield of AIGIS,2008 Adventure by Alchemist rank 15214
14941,15215,Disney's Meet the Robinsons,2007 Action by Disney Interactive Studios rank 15215
14942,15216,Casper's Scare School: Classroom Capers,2008 Adventure by Blast! Entertainment Ltd rank 15216
14943,15217,Moujuutsukai to Oujisama Portable,2011 Adventure by Idea Factory rank 15217
14944,15218,Galaxy Angel II: Eigou Kaiki no Koku,2009 Strategy by Broccoli rank 15218
14945,15219,Genroh,2012 Action by Idea Factory rank 15219
14946,15220,Otome wa Oanesama Boku ni Koi Shiteru Portable,2010 Adventure by Alchemist rank 15220
14947,15221,Iron Phoenix,2005 Fighting by Sega rank 15221
14948,15222,Legend: Hand of God,2007 Role-Playing by DTP Entertainment rank 15222
14949,15223,Geon Cube,2009 Puzzle by P2 Games rank 15223
14950,15224,Tennis no Oji-Sama: Driving Smash! Side King,2008 Sports by Konami Digital Entertainment rank 15224
14951,15225,Kuon,2004 Adventure by Indie Games rank 15225
14952,15226,Kannou Mukashi Banashi Portable,2012 Adventure by Idea Factory rank 15226
14953,15227,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010 Adventure by Alchemist rank 15227
14954,15228,Diabolik Lovers: More Blood,2015 Adventure by Idea Factory rank 15228
14955,15229,Triple Crown Championship Snowboarding,2010 Sports by Destineer rank 15229
14956,15230,UnchainBlades EXXiV,2012 Role-Playing by FuRyu rank 15230
14957,15231,The Fast and the Furious,2007 Racing by Deep Silver rank 15231
14958,15232,Fallout Trilogy,2004 Role-Playing by Ubisoft rank 15232
14959,15233,Carmen Sandiego: The Secret of the Stolen Drums,2004 Action by BAM! Entertainment rank 15233
14960,15234,The Sims: Complete Collection,2005 Simulation by Electronic Arts rank 15234
14961,15235,Command & Conquer 3: Deluxe Edition,2008 Strategy by Electronic Arts rank 15235
14962,15236,Dance! It's Your Stage,2011 Misc by DTP Entertainment rank 15236
14963,15237,Sacred Gold,2005 Role-Playing by Encore rank 15237
14964,15238,Dies Irae: Amantes Amentes,2012 Action by Views rank 15238
14965,15239,Puyo Puyo! 15th Anniversary,2007 Puzzle by Sega rank 15239
14966,15240,Mind over Matter,2010 Puzzle by 505 Games rank 15240
14967,15241,The Idolmaster: Gravure For You! Vol.9,2012 Action by Namco Bandai Games rank 15241
14968,15242,Discovery Kids: Snake Safari,2009 Simulation by 505 Games rank 15242
14969,15243,Ryu-koku,2006 Adventure by KID rank 15243
14970,15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,2008 Misc by Square Enix rank 15244
14971,15245,Group S Challenge,2003 Racing by Capcom rank 15245
14972,15246,GunParade Orchestra: Midori no Shou,2006 Adventure by Sony Computer Entertainment rank 15246
14973,15247,Shooter: Starfighter Sanvein,2000 Shooter by Midas Interactive Entertainment rank 15247
14974,15248,Jewel Master: Cradle Of Rome 2,2011 Puzzle by Rising Star Games rank 15248
14975,15249,Sakura Wars 1 & 2,2006 Strategy by Sega rank 15249
14976,15250,Kao Challengers,2005 Platform by Atari rank 15250
14977,15251,Brave: The Video Game,2012 Action by Disney Interactive Studios rank 15251
14978,15252,Order of War,2009 Strategy by Square Enix rank 15252
14979,15253,Terminator 3: The Redemption,2004 Shooter by Atari rank 15253
14980,15254,Painkiller,2004 Shooter by DreamCatcher Interactive rank 15254
14981,15255,Date A Live: Arusu Install,2014 Adventure by Compile Heart rank 15255
14982,15256,Canimal Triple,2014 Misc by Warner Bros. Interactive Entertainment rank 15256
14983,15257,Tengen Toppa Gurren-Lagann,2007 Action by Konami Digital Entertainment rank 15257
14984,15258,Sugoi Hebereke,1994 Fighting by Sunsoft rank 15258
14985,15259,Pebble Beach Golf Links,1994 Sports by Sega rank 15259
14986,15260,Spider-Man: Web of Shadows,2008 Action by Activision rank 15260
14987,15261,Dakar 2: The World's Ultimate Rally,2003 Racing by Acclaim Entertainment rank 15261
14988,15262,Jelly Belly: Ballistic Beans,2009 Puzzle by Zoo Digital Publishing rank 15262
14989,15263,PopCap Hits!,2011 Misc by PopCap Games rank 15263
14990,15265,Higurashi Daybreak Portable Mega Edition,2009 Adventure by Alchemist rank 15265
14991,15266,Dragon's Lair,2010 Platform by Destineer rank 15266
14992,15267,Shinken de Watashi ni Koi Shinasai! R,2012 Action by Minato Station rank 15267
14993,15268,Whiteout,2002 Racing by Konami Digital Entertainment rank 15268
14994,15269,Shiratsuyu no Kai,2013 Adventure by Idea Factory rank 15269
14995,15270,Dungeon Defenders,2011 Role-Playing by Unknown rank 15270
14996,15271,Final Fantasy XIV: Heavensward,2015 Action by Square Enix rank 15271
14997,15272,Sniper Elite V2,2013 Shooter by 505 Games rank 15272
14998,15273,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,2008 Simulation by fonfun rank 15273
14999,15274,XGRA: Extreme G Racing Association,2003 Racing by Acclaim Entertainment rank 15274
15000,15275,Command & Conquer: The First Decade,2006 Strategy by Electronic Arts rank 15275
15001,15276,Thomas & Friends: Hero of the Rails,2010 Misc by Unknown rank 15276
15002,15277,Taito Legends 2,2006 Misc by Empire Interactive rank 15277
15003,15278,World Championship Poker featuring Howard Lederer: All In,2006 Misc by 505 Games rank 15278
15004,15279,Kill.Switch,2004 Shooter by Zoo Digital Publishing rank 15279
15005,15280,"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",2010 Adventure by Idea Factory rank 15280
15006,15281,Jinsei Game Wii,2007 Misc by Takara Tomy rank 15281
15007,15282,Heavy Fire: The Chosen Few 3D,2011 Shooter by Mastiff rank 15282
15008,15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,2008 Misc by Benesse rank 15283
15009,15284,Hyakka Hyakurou: Sengoku Ninpoujou,2016 Adventure by D3Publisher rank 15284
15010,15285,Jake Hunter: Detective Chronicles,2008 Adventure by Aksys Games rank 15285
15011,15286,Gekka Ryouran Romance,2011 Adventure by Idea Factory rank 15286
15012,15287,Don Bradman Cricket 14,2014 Sports by Tru Blu Entertainment rank 15287
15013,15288,Guess the Logos,2004 Puzzle by Sega rank 15288
15014,15289,Ore no Yome: Anata Dake no Hanayome,2010 Adventure by Idea Factory rank 15289
15015,15290,Crime Scene,2009 Adventure by Nobilis rank 15290
15016,15291,Military History: Commander - Europe at War,2009 Strategy by Slitherine Software rank 15291
15017,15292,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,1996 Misc by Sonnet rank 15292
15018,15293,Final Approach 2: 1st Priority,2008 Adventure by Princess Soft rank 15293
15019,15294,Stormrise,2009 Strategy by Sega rank 15294
15020,15295,Gochuumon wa Usagi Desu ka?? Wonderful Party!,2016 Adventure by 5pb rank 15295
15021,15296,Moujuutsukai to Oujisama: Snow Bride,2011 Adventure by Idea Factory rank 15296
15022,15297,Detective Jinguuji Saburo: Ronde Revenge,2012 Action by Arc System Works rank 15297
15023,15298,Casper: Spirit Dimensions,2002 Platform by TDK Mediactive rank 15298
15024,15299,Meitantei Evangelion,2007 Adventure by Broccoli rank 15299
15025,15300,Tsuyo Kiss 2 Portable,2010 Adventure by NetRevo rank 15300
15026,15301,Butt-Ugly Martians: Zoom or Doom!,2002 Racing by Vivendi Games rank 15301
15027,15302,Mar Heaven: Karudea no Akuma,2006 Role-Playing by Konami Digital Entertainment rank 15302
15028,15303,F1 2016 (Codemasters),2016 Racing by Codemasters rank 15303
15029,15304,Brain Dead 13,1996 Adventure by Coconuts Japan rank 15304
15030,15305,Spider-Man 3,2007 Platform by Activision rank 15305
15031,15306,Robotics;Notes,2012 Adventure by 5pb rank 15306
15032,15307,Hoppie,2011 Platform by Jack of All Games rank 15307
15033,15308,Rugby League Team Manager 2015,2015 Action by Alternative Software rank 15308
15034,15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,2007 Misc by Tecmo Koei rank 15309
15035,15310,The Lord of the Rings Online: Mines of Moria,2008 Role-Playing by Codemasters Online rank 15310
15036,15311,T.A.C. Heroes : Big Red One,2010 Strategy by Storm City Games rank 15311
15037,15312,War Leaders: Clash of Nations,2009 Strategy by CDV Software Entertainment rank 15312
15038,15313,Dungeons & Dragons: Shadow over Mystara,2013 Role-Playing by Capcom rank 15313
15039,15314,The King of Fighters NeoWave,2006 Fighting by SNK Playmore rank 15314
15040,15315,Super PickUps,2007 Racing by XS Games rank 15315
15041,15316,Puzzle Quest: Challenge of the Warlords,2007 Puzzle by D3Publisher rank 15316
15042,15317,Aquanaut's Holiday,1995 Adventure by Sony Computer Entertainment rank 15317
15043,15318,Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,2007 Adventure by Marvelous Interactive rank 15318
